seniorly_wp_id,seniorly_title,seniorly_address,seniorly_url,senior_place_wp_id,senior_place_title,senior_place_address,senior_place_url,address_similarity,city,state,title_similarity
6742,A Paradise For Parents Senior Living,"15292 West Campbell Avenue, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/a-paradise-for-parent-s-senior-living-llc,6741,A Paradise For Parents Senior Living,"15292 Campbell Avenue, Goodyear, Az 85395",https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4,0.972972972972973,,,1.000
6968,Arrowhead Senior Living Ii,"6958 West Kristal Way, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/arrowhead-senior-living-ii,6967,Arrowhead Senior Living I I,"6958 West Kristal Way, Glendale, Az 85308",https://app.seniorplace.com/communities/show/227a1dcf-7550-494d-ab23-1f2df2d1635b,1.0,,,0.981
7349,County Villa,"802 West 4Th Place, Mesa, Az 85201",https://www.seniorly.com/assisted-living/arizona/mesa/county-villa-llc,7347,Country Villa,"802 W 4Th Pl, Mesa, Az 85201",https://app.seniorplace.com/communities/show/37d343f1-f655-4d65-9dc5-a014133fee97,1.0,,,0.960
7355,Crismon Peaks Assisted Living,"10027 East Hillview Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/crismon-peaks-assisted-living-llc,7354,Crismon Peaks Assisted Living,"10027 Hillview Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/fe22bf3e-f20d-4c50-b37c-7bb350cf0508,0.96875,,,1.000
8096,Higley House Care Home,"885 North Los Gatos Lane, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/higley-house-care-home-llc,8094,Higley House Care Home,"885 North Losgatos Lane, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/e6cfdd21-5039-495d-88fe-777c67571861,0.9855072463768116,,,1.000
10302,Canyon Winds Retirement Community,"7311 East Oasis Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/canyon-winds-retirement,7197,Canyon Winds Retirement,"7311 East Oasis Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/abbcc562-0053-4920-b842-950ddae4843e,1.0,,,0.821
10304,Visions Senior Living At Apache Junction,"1510 East Broadway Avenue, Apache Junction, Az 85119",https://www.seniorly.com/assisted-living/arizona/apache-junction/visions-senior-living-at-apache-junction-2,10149,Visions Senior Living At Apache Junction 2,"1510 East Broadway Avenue, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/f90f0f4d-687c-4deb-a5ce-69c2e26e5865,1.0,,,0.976
10308,Visions Assisted Living At Mesa,"537 South Higley Road, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/visions-senior-living-at-mesa-2,10151,Visions Senior Living At Mesa 2,"537 South Higley Road, Mesa, Az 85206",https://app.seniorplace.com/communities/show/b04cfc67-f3b8-4505-a799-68f9c6abce05,1.0,,,0.806
10310,Fellowship Square Mesa,"6945 East Main Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/fellowship-square-mesa,7684,Fellowship Squaremesa,"6945 East Main Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/84ec2b46-c7db-47cd-a984-a520076cc9a5,1.0,,,0.977
10315,Senior Haven Assisted Living,"1111 West Superstition Boulevard, Apache Junction, Az 85120",https://www.seniorly.com/assisted-living/arizona/apache-junction/senior-haven-assisted-living-home,7868,Golden Years Haven Assisted Living,"1111 West Superstition Boulevard, Apache Junction, Az 85120",https://app.seniorplace.com/communities/show/ff7ba7a4-a1f8-433f-8f0f-a3a1dc4ce287,1.0,,,0.806
10320,Peaceful And Comfort Assisted Living,"6532 East Hannibal, Mesa, Az 85205",https://www.seniorly.com/assisted-living/arizona/mesa/peaceful-and-comfort-assisted-living-home,9084,Peaceful And Comfort Assisted Living,"6532 East Hannibal Street, Mesa, Az 85205",https://app.seniorplace.com/communities/show/bfe1b9fa-23b4-4b18-ad95-81d7fcadbc03,0.9508196721311475,,,1.000
10322,Reflections At Fellowship Square Mesa,"159 South Power Road, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/reflections-at-fellowship-square-mesa,9250,Reflections At Fellowship Square Mesa,"159 South Power Road, Mesa, Az 85207",https://app.seniorplace.com/communities/show/97ffc74f-5145-4330-898b-45c75d878055,0.9642857142857143,,,1.000
10323,Desert Springs Communites,"6662 East Delmon Drive, Mesa, Az 85215",https://www.seniorly.com/assisted-living/arizona/mesa/desert-springs-communites,7433,Desert Springs Communities,"6662 East Delmon Drive, Mesa, Az 85215",https://app.seniorplace.com/communities/show/3a9d343e-8b71-4d60-b956-e35398bd9fe4,1.0,,,0.980
10329,Mulberry Assisted Living Nido,"10743 East Nido Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/mulberry-assisted-living-nido,8792,Mulberry Assisted Livingnido,"10743 East Nido Avenue, Mesa, Az 85209",https://app.seniorplace.com/communities/show/f17c751f-9800-4e05-a856-547443b9bafa,1.0,,,0.982
10337,Christcentered Care Assisted Living,"10217 East Ampere Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/christ-centered-care-assisted-living,7274,Christcentered Care Assisted Living,"10217 Ampere Avenue, Mesa, Az 85212",https://app.seniorplace.com/communities/show/55093c31-e11f-4c8b-907e-fbd648f9fe52,0.967741935483871,,,1.000
10345,Home Sweet Home,"6814 East Mirabel Avenue, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/home-sweet-home-mesa,8128,Home Sweet Home,"6814 East Mirabel Avenue, Mesa, Az 85209",https://app.seniorplace.com/communities/show/0b5035e8-f043-4851-9d72-b9bac9f17d0d,0.96875,,,1.000
10354,Hacienda Del Rey,"12917 West Las Cruces Drive, Litchfield Park, Az 85340",https://www.seniorly.com/assisted-living/arizona/litchfield-park/hacienda-del-rey,7960,Hacienda Del Rey,"12917 Las Cruces Drive, Litchfield Park, Az 85340",https://app.seniorplace.com/communities/show/87592fb1-dac5-416e-8135-e8fc885dce0d,0.9777777777777777,,,1.000
10370,Park Senior Villas Goodyear,"4211 Pebble Creek Parkway, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/park-senior-villas-goodyear,8998,Park Senior Villas At Goodyear,"4211 N Pebblecreek Parkway, Goodyear, Az 85395",https://app.seniorplace.com/communities/show/017ab033-fc9f-4882-b900-a0eb33c1b09e,0.9629629629629629,,,0.947
10378,Charles Residential Care Iii,"2707 North 145Th Avenue, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/charles-residential-care-iii,7267,Charles Residential Care Llc Iii,"2707 North 145Th Avenue, Goodyear, Az 85395",https://app.seniorplace.com/communities/show/72a9dd95-1119-4ca0-a079-b2a708526330,1.0,,,0.933
10379,Litchfield Terrace Assisted Living,"13850 West Blossom Way, Litchfield Park, Az 85340",https://www.seniorly.com/assisted-living/arizona/litchfield-park/litchfield-terrace-assisted-living-home,8492,Litchfield Terrace Assisted Living,"13850 Blossom Way, Litchfield Park, Az 85340",https://app.seniorplace.com/communities/show/ea0fafab-aad9-4e1c-bb08-e20e5e4b65b7,0.9761904761904762,,,1.000
10382,Sheridan Garden Assisted Living,"8937 West Sheridan, Phoenix, Az 85037",https://www.seniorly.com/assisted-living/arizona/phoenix/sheridan-garden-assisted-living-home,9503,Sheridan Garden Assisted Living,"8937 West Sheridan Street, Phoenix, Az 85037",https://app.seniorplace.com/communities/show/38ad531c-0a1a-4d4a-b5f2-fa2beca94093,0.9552238805970149,,,1.000
10407,Rainbow Acres,"2120 West Reservation Loop Road, Camp Verde, Az 86322",https://www.seniorly.com/assisted-living/arizona/camp-verde/rainbow-acres,9226,Rainbow Acres,"2120 Reservation Loop Road, Camp Verde, Az 86322",https://app.seniorplace.com/communities/show/7331686b-9e7d-4373-82a9-e3da5ca75563,0.9777777777777777,,,1.000
10411,Clearwater Pinnacle Peak,"23733 North Scottsdale Road, Scottsdale, Az 85255",https://www.seniorly.com/assisted-living/arizona/scottsdale/clearwater-pinnacle-peak,7301,Clearwater Pinnacle Peak,"23733 North Scottsdale Road, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/74af2b4b-25f5-4d73-803f-0bc10cade820,0.975609756097561,,,1.000
10415,North Scottsdale Place,"14203 North 68Th Place, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/north-scottsdale-place,8840,North Scottsdale Place 1,"14203 North 68Th Place, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/334a2d46-4a12-4279-9f19-43f0603303d3,1.0,,,0.957
10433,American Groves Senior Living,"941 East Elliot Road, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/american-groves-senior-living,6877,American Groves Senior Living Lp,"941 East Elliot Road, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/b64228c7-50cc-43de-8b34-a512bebab6ca,1.0,,,0.951
10438,Clearwater Ahwatukee,"15815 South 50Th Street, Phoeniz, Az 85048",https://www.seniorly.com/assisted-living/arizona/phoeniz/clearwater-ahwatukee,7299,Clearwater Ahwatukee,"15815 South 50Th Street, Phoenix, Az 85048",https://app.seniorplace.com/communities/show/27fa13c6-d52e-441d-ab0b-63233975ad48,0.96875,,207,1.000
10439,Avista Senior Living Downtown Mesa,"248 North Macdonald, Mesa, Az 85201",https://www.seniorly.com/assisted-living/arizona/mesa/avista-senior-living-historic-downtown-mesa,7035,Avista Senior Living Historic Downtown Mesa,"248 North Macdonald, Mesa, Az 85201",https://app.seniorplace.com/communities/show/cab945ae-9ab4-4a1a-826a-b1d934af8c59,1.0,,,0.883
10442,Clearwater Agritopia,"2811 Easy Agritopia Loop S, Gilbert, Az 85296",https://www.seniorly.com/assisted-living/arizona/gilbert/livgenerations-agritopia,7298,Clearwater Agritopia,"2811 East Agritopia Loop South, Gilbert, Az 85296",https://app.seniorplace.com/communities/show/21d45472-7144-4a48-9c59-3f78fa123ae3,0.963855421686747,,,1.000
10447,Az Lotus V Assisted Living,"6120 South Kimberlee Way, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/az-lotus-v-assisted-living-home-inc,7043,Az Lotus Valley Assisted Living,"6120 South Kimberlee Way, Chandler, Az 85249",https://app.seniorplace.com/communities/show/4cd3aad4-aec5-4b6f-a043-ea002fdb1f14,1.0,,,0.912
10477,Archangel Assisted Living,"1442 East Ebony Drive, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/archangel-assisted-living,6929,Archangel Assisted Living Ii,"1442 East Ebony Drive, Chandler, Az 85286",https://app.seniorplace.com/communities/show/2afdb121-951b-4e29-993c-1317311318b3,1.0,,,0.943
10481,Desert Palace Assisted Living,"480 South Jay Street, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/desert-palace-assisted-living,7417,Desert Palace Assisted Living,"480 South Jay Street, Chandler, Az 85225",https://app.seniorplace.com/communities/show/faef0a7f-58c5-45e7-a6ae-9fdad2144125,0.9666666666666667,,,1.000
10489,Jal Assisted Living Facility,"3332 West Venice Way, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/jal-assisted-living-facility-llc,8246,Jal Assisted Living,"3332 West Venice Way, Chandler, Az 85226",https://app.seniorplace.com/communities/show/a0f58d9d-7f35-4732-a087-dbdcd7f2fac2,1.0,,,0.809
10494,Kiran Manor,"2150 East Flintock Way, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/kiran-manor,8322,Kiran Manor,"2150 East Flintlock Way, Chandler, Az 85286",https://app.seniorplace.com/communities/show/3e050fd8-0ba9-4499-80ea-63260008d5b1,0.9863013698630136,,,1.000
10495,Villa Jean I,"704 West Cheyenne Drive, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/villa-jean-i-llc,10130,Villa Jean,"704 West Cheyenne Drive, Chandler, Az 85225",https://app.seniorplace.com/communities/show/8ef1dfff-f0ed-4b54-ba12-6d019ad4a538,1.0,,,0.909
10505,Amore Courtyard Assisted Living,"643 East La Costa Drive, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/amore-courtyard-assisted-living-home-llc,6882,Amore Garden Assisted Living,"643 East La Costa Drive, Chandler, Az 85249",https://app.seniorplace.com/communities/show/4c211638-9e7c-45d1-a9fe-cc079ff12b38,1.0,,,0.847
10521,Marigold Assisted Living,"4312 East Redwood Lane, Phoenix, Az 85048",https://www.seniorly.com/assisted-living/arizona/phoenix/marigold-assisted-living,8610,Marigold At Redwood Assisted Living,"4312 East Redwood Lane, Phoenix, Az 85048",https://app.seniorplace.com/communities/show/4fd89053-c24a-4f12-8ff5-db13faaa2e6b,1.0,,207,0.814
10536,Caissa Assisted Living,"460 East Phelps Street, Gilbert, Az 85296",https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home-inc-460-east-phelps-street-gilbert,7182,Caissa Assisted Living,"460 East Phelps Street, Gilbert, Az 85295",https://app.seniorplace.com/communities/show/1f34b89c-3246-4353-a07c-98a2285bbf56,0.96875,,,1.000
10562,Mary Grace Care Home I,"74 South Prairie Road, Gilbert, Az 85296",https://www.seniorly.com/assisted-living/arizona/gilbert/mary-grace-care-home-i,8635,Mary Grace Care Home,"74 South Prairie Road, Gilbert, Az 85296",https://app.seniorplace.com/communities/show/2cd9e2a2-1d6b-4a50-9229-d8802ebf87ec,1.0,,,0.952
10588,Az Assisted Living,"21894 South 199Th Way, Queen Creek, Az 85142",https://www.seniorly.com/assisted-living/arizona/queen-creek/az-assisted-living,6939,Arizona Assisted Living,"21894 South 199Th Way, Queen Creek, Az 85142",https://app.seniorplace.com/communities/show/1e4934ed-11fc-43d1-bc4e-8af3e0bfbd62,1.0,,,0.878
10590,Alder Leaf Assisted Living,"21151 East Via De Arboles, Queen Creek, Az 85142",https://www.seniorly.com/assisted-living/arizona/queen-creek/alder-leaf-assisted-living,6835,Alder Leaf Assisted Living,"21151 Vía De Arboles, Queen Creek, Az 85142",https://app.seniorplace.com/communities/show/4a010675-d490-4298-9b79-f3d609b967d8,0.9523809523809523,,,1.000
10591,Acuna At Morning Sun,"35597 North Bandolier Drive, San Tan Valley, Az 85142",https://www.seniorly.com/assisted-living/arizona/san-tan-valley/acuna-at-morning-sun,6790,Acuna At Morning Sun,"35597 North Bandolier Drive, San Tan Valley, Az 85144",https://app.seniorplace.com/communities/show/4a1723d3-48f1-4940-a331-09f58491e80f,0.9772727272727273,,,1.000
10593,Renatas Home For The Elderly,"2268 West Peggy Drive, Queen Creek, Az 85242",https://www.seniorly.com/assisted-living/arizona/queen-creek/renata-s-home-for-the-elderly,9258,Renatas Home For The Elderly,"2268 West Peggy Drive, Queen Creek, Az 85142",https://app.seniorplace.com/communities/show/514dccc8-8d16-4e1a-9633-7b99e5b3ebd8,0.9722222222222222,,,1.000
10613,Mingus Terrace Assisted Living,"1236 South Pioneer Drive, Cottonwood, Az 86326",https://www.seniorly.com/assisted-living/arizona/cottonwood/mingus-terrace-assisted-living-home,8707,Mingus Terrace Assisted Living,"1236 Pioneer Drive, Cottonwood, Az 86326",https://app.seniorplace.com/communities/show/91209b4a-0a5c-4a30-a72d-fb4295edd259,0.9722222222222222,,,1.000
10622,Ativo Senior Living Of Prescott Valley,"3951 North Viewpoint Drive, Prescott Valley, Az 86314",https://www.seniorly.com/assisted-living/arizona/prescott-valley/ativo-senior-living-of-prescott-valley,7009,Ativo Senior Living Prescott Valley,"3951 North Viewpoint Drive, Prescott Valley, Az 86314",https://app.seniorplace.com/communities/show/a139753c-ebb6-4355-8c06-50a8cbc0a3f3,1.0,,,0.959
10635,The Gardens Of Sun City,"17225 North Boswell Boulevard, Sun City, Az 85373",https://www.seniorly.com/assisted-living/arizona/sun-city/the-gardens-of-sun-city,9872,The Gardens Of Sun City,"17225 Boswell Boulevard, Sun City, Az 85373",https://app.seniorplace.com/communities/show/454e6d77-332f-428b-a893-bdff1be68785,0.972972972972973,,,1.000
10638,Sun City West Assisted Living,"13810 West Sandridge Drive, Sun City West, Az 85375",https://www.seniorly.com/assisted-living/arizona/sun-city-west/sun-city-west-assisted-living,9696,Sun City West Assisted Living Memory Care,"13810 West Sandridge Drive, Sun City West, Az 85375",https://app.seniorplace.com/communities/show/158dd27c-96a5-4c4b-a703-beb75956e788,1.0,,,0.829
10655,The Heritage Legacy,"13813 West Woodside Drive, Sun City West, Az 85375",https://www.seniorly.com/assisted-living/arizona/sun-city-west/the-heritage-legacy,8066,Heritage Legacy,"13813 West Woodside Drive, Sun City West, Az 85375",https://app.seniorplace.com/communities/show/1f48458b-8378-4cad-a30c-15d700e72025,1.0,,,0.882
10666,Angels Touch Care Home,"1974 East Clear Lake Drive, Fort Mohave, Az 86426",https://www.seniorly.com/assisted-living/arizona/fort-mohave/angel-s-touch-care-home,6899,Angels Touch Care Home,"1974 Clear Lake Drive, Fort Mohave, Az 86426",https://app.seniorplace.com/communities/show/e80c0309-4f98-432c-b1ea-277225d9f702,0.975,,,1.000
10668,Morningstar Of Fountain Hills,"16800 East Paul Nordin Parkway, Fountain Hills, Az 85268",https://www.seniorly.com/assisted-living/arizona/fountain-hills/morning-star-of-fountain-hills,8755,Morningstar Of Fountain Hills,"16800 Paul Nordin Parkway, Fountain Hills, Az 85268",https://app.seniorplace.com/communities/show/4b3cc668-9f76-457b-ae03-94094ee30eea,0.9787234042553191,,,1.000
10675,Fountainview Assisted Living Facility,"16328 East Montrose Drive, Fountain Hills, Az 85268",https://www.seniorly.com/assisted-living/arizona/fountain-hills/fountainview-assisted-living-facility,7738,Fountainview Assisted Living,"16328 East Montrose Drive, Fountain Hills, Az 85268",https://app.seniorplace.com/communities/show/3534f469-73b5-4aca-923a-588dc5f38342,1.0,,,0.862
10678,Scottsdale North,"9883 East Cortez Street, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-north,9410,Scottsdale North Inc A L,"9883 East Cortez Street, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/688eb5d5-6dca-4c49-8ebf-619c99420554,1.0,,,0.800
10679,East Shea Assisted Living,"12705 East Sahuaro Drive, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/east-shea-assisted-living-llc,7490,East Shea Ii Assisted Living,"12705 East Sahuaro Drive, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/d155f536-9ffd-4f78-b8f0-0aae6c4d9a04,1.0,,,0.943
10686,Via Linda Assisted Livng,"11420 North 122Nd Place, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/via-linda-assisted-livng,10110,Via Linda Assisted Living 2,"11420 North 122Nd Place, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/00ccbd39-737e-42c6-970f-be04bbabd6e5,1.0,,,0.941
10719,New Reflections Adult Care Home,"6412 West Villa Theresa, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/new-reflections-adult-care-home,8812,New Reflections Adult Care Home,"6412 West Villa Theresa Drive, Glendale, Az 85308",https://app.seniorplace.com/communities/show/1b6a5acd-0698-41dc-a137-f754883bb6f5,0.9620253164556962,,,1.000
10724,Bridgewater Assisted Living Midtown,"4000 North 3Rd Avenue, Phoenix, Az 85013",https://www.seniorly.com/assisted-living/arizona/phoenix/bridgewater-assisted-living-midtown,7137,Bridgewater Assisted Livingmidtown,"4000 North 3Rd Avenue, Phoenix, Az 85013",https://app.seniorplace.com/communities/show/4c89f81c-62ec-4926-ba05-1085958fe1df,1.0,,,0.986
