ID,Title,type,normalized_types,correction_reason
,Orchard Pointe At Terrazza Operating,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,Otilias Home Care,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Pacifica Senior Living Paradise Valley,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Pacifica Senior Living Peoria,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Palos Verdes Senior Livingspectrum Retirement,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,Park Senior Villas Chandler,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Park Senior Villas At Goodyear,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Parkland Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Pecan Care Concepts At American Orchards,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Powell Place,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Rainbow Acres,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Rally,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Reflections At Fellowship Square Mesa,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Ridges At Peoria,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,River Valley Estates,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Other/Unknown to Assisted Living Home
,Rock Creek Alzheimers Special Care Center,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Memory Care to Assisted Living Home
,Rose Court Senior Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Royal Oaks Assisted Living Center,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Rustic Ranch Formerly My Fathers Retirement Ranch,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,Savanna House Assisted Living Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Sedona Winds Independent Living,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,Sedona Winds Independent Living Community,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Other/Unknown to Assisted Living Home
,Senior Wellcare Home,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Senita Ridge,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Shadow Mountain Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Sherwood Village Assisted Living And Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Sierra Del Sol,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Silver Birch Of Avondale,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Silver Creek Inn Memory Care Community,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Silver Creek Leisure Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Independent Living to Assisted Living Home
,Silver Creek Leisure Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Solana At The Park Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Solterra Senior Living White Mountain,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Independent Living to Assisted Living Home
,Splendido At Rancho Vistoso,a:1:{i:0;i:162;},"Assisted Living Home, Assisted Living Community",Updated from Assisted Living Community to Assisted Living Home
,Springdale Village Healthcare,a:1:{i:0;i:162;},"Assisted Living Home, Assisted Living Community, Independent Living",Updated from Assisted Living Community to Assisted Living Home
,Summersett Haven,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Sun City Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Sun City West Assisted Living Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Sun Health Grandview Care Center,a:1:{i:0;i:162;},"Assisted Living Home, Assisted Living Community",Updated from Assisted Living Community to Assisted Living Home
,Sun Health La Loma Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Sunridge Village Assisted Living And Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,Sunshine Village,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Memory Care to Assisted Living Home
,Suntown Assistance Home,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Terra Pointe Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,The Citadel Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Cottages Of Tucson,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,The Enclave At Anthem Senior Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Enclave At Anthem Senior Livingspectrum Retirement,a:1:{i:0;i:162;},Assisted Living Home,Updated from Independent Living to Assisted Living Home
,The Enclave At Chandler Senior Living Spectrum Retirement,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,The Enclave At Gilbert Senior Living Spectrum Retirement,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,The Forum At Desert Harbor,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living",Updated from Independent Living to Assisted Living Home
,The Frontier House,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,The Gardens Of Sun City,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Other/Unknown to Assisted Living Home
,The Gardens Of Sun City,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,The Groves Assisted Living And Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,The Heritage At Carefree Senior Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Heritage Tradition,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living",Updated from Independent Living to Assisted Living Home
,The Inn At Freedom Plaza Assisted Living And Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,The Inn At The Fountains,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Manors At Glencroft,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Independent Living to Assisted Living Home
,The Oasis At Fellowship Square Tucson,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living",Updated from Independent Living to Assisted Living Home
,The Palms At Sun City,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living",Updated from Independent Living to Assisted Living Home
,The Peaks Health Rehabilitation,a:1:{i:0;i:162;},"Assisted Living Home, Assisted Living Community",Updated from Assisted Living Community to Assisted Living Home
,The Peaks A Senior Living Community,a:1:{i:0;i:162;},"Assisted Living Home, Assisted Living Community, Independent Living, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,The Retreat At Alameda,a:1:{i:0;i:162;},Assisted Living Home,Updated from Independent Living to Assisted Living Home
,The Towers At Glencroft,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Villa On Sweetwater 1,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,The Villas At Academy Village,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Villas At King Road Villa B Behavioral Health,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,The Villas At Wilmot Villa C,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,The Villas At Wilmot Villa D,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,The Watermark At Morrison Ranch,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Watermark Of Oro Valley,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Tucson Assisted Living Retreat,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Tucson Place Assisted Living Memory Care,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Ventana Winds,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Vi At Grayhawk A Vi And Plaza Companies Community,a:1:{i:0;i:162;},"Assisted Living Home, Assisted Living Community",Updated from Assisted Living Community to Assisted Living Home
,Vi At Silverstone A Vi And Plaza Companies Commun,a:1:{i:0;i:162;},"Assisted Living Home, Assisted Living Community",Updated from Assisted Living Community to Assisted Living Home
,Via Elegante Sierra Vista Canyons,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Villa Ocotillo Assisted Living,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Villas At Green Valley,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Visions Senior Living At Apache Junction 2,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Visions Senior Living At Mesa 2,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Vista Pointe At Sierra Vista,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Vista Winds,a:1:{i:0;i:6;},Independent Living,Updated from Assisted Living Community to Independent Living
,Vista Winds,a:1:{i:0;i:6;},Independent Living,Updated from Assisted Living Community to Independent Living
,Watermark At Continental Ranch,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living",Updated from Independent Living to Assisted Living Home
,Willow Wind Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Woodland Palms,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Clearwater Ahwatukee,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living, Memory Care",Updated from Other/Unknown to Assisted Living Home
,Marigold Assisted Living,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Other/Unknown to Assisted Living Home
,Fairmont Village,a:1:{i:0;i:3;},Memory Care,Updated from Assisted Living Home to Memory Care
,Avalon Care Centerbountiful,a:1:{i:0;i:162;},Assisted Living Home,Updated from Nursing Home to Assisted Living Home
,Avista Senior Living Albuquerque,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Avista Senior Living Garden City,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Avista Senior Living Nampa,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Avista Senior Living Twin Falls,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bee Hive Homes Of Albuquerque West,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bee Hive Homes Of Edgewood Ii,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bee Hive Homes Of Pagosa Springs,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bee Hive Homes Of Rio Rancho Ii,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bee Hive Homes Of Santa Fe,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bee Hive Homes Of Taylor Ranch,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Best Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Best Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bethesda Gardens Loveland,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bethesda Gardens Monument,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bethesda Gardens Thornton,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Bethesda Gardens Thornton Assisted Living And Memory Care,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Cache Valley Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Independent Living to Assisted Living Home
,Caring Hearts,a:1:{i:0;i:162;},"Assisted Living Home, Memory Care",Updated from Assisted Living Community to Assisted Living Home
,Comfort Care Assisted Living Memory Care,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Country Cottage Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Country Oaks Assisted Living Of Layton,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Crestwood Serenity Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Fellowship Square Tucson,a:1:{i:0;i:162;},"Assisted Living Home, Independent Living",Updated from Independent Living to Assisted Living Home
,Friendship House At The Home,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Gardens Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Good Life Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Good Life Assisted Living And Memory Care,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Grace Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Grace Assisted Living Allumbaugh Way,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Grace Assisted Living At Caldwell,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Grace Assisted Living At State Street,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Grace Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Grace Assisted Living Of Fairview Lakes,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Heatherwood Senior Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Independent Living to Assisted Living Home
,Heber Valley Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Heritage Assisted Living Of Twin Falls,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Hidden Valley Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,High Desert Assisted Livinghouse 1,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,High Desert Assisted Livinghouse 2,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Lakeside,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Lakeside Assisted Living Sandpoint,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Legacy Retirement Residence,a:1:{i:0;i:162;},Assisted Living Home,Updated from Independent Living to Assisted Living Home
,Los Alamos Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Luna Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Meadows Assisted Living Center,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Monroe Canyon Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Mountain View Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,New Beginnings,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Parkwood Meadows Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Peachtree Assisted Living Llc 1,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Peachtree Assisted Living Llc 2,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Point Of The Pines Gardens Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Prestige Assisted Living At Autumn Wind,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,St Lukes Home Care Hospice,a:1:{i:0;i:162;},Assisted Living Home,Updated from Home Care to Assisted Living Home
,Summit Senior Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Sunrise Assisted Living At University Park,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Sunrise Assisted Living Of Boulder,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Sunset Vista,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Tambree Meadows Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Gardens At Broadmoor Court Assisted Living Bethesda Community,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Heritage Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Retreat At Sunbrook Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,The Retreat At Sunriver St George,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Unique Senior Care Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Other/Unknown to Assisted Living Home
,Valley Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Welcome Home Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Welcome Home Assisted Living American Fork,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
,Welcome Home Healthcare Services,a:1:{i:0;i:162;},Assisted Living Home,Updated from Home Care to Assisted Living Home
,Wellspring Meadows Assisted Living,a:1:{i:0;i:162;},Assisted Living Home,Updated from Assisted Living Community to Assisted Living Home
